01992FDE	1996
773AB112	2010
7B4F1D84	1996
7F806204	2006
7DEAFFD2	1990
778F40EF	2009
7B9E5823	1981
77E24591	1993
7054D090	1999
80A358D5	2004
7F2BDF0C	2009
7EF7F141	1994
7E9305A1	1998
0428D04F	1996
78CA6AB0	1997
5AAE333A	1994
85F43BCF	1992
7CEACBBE	1998
7EE0C324	1993
594B94CC	1996
7CD6D37E	1996
78E0F768	1998
7E59910B	2003
7D3A13B9	1998
7E2FBEA0	2004
7D41C4FB	1999
74455F68	1998
7FE717DF	1993
7B0E1D6C	2004
80DD4372	2007
7982C60E	2005
7E2961D2	2003
7EA358F0	1996
7E90B2ED	1994
032646A5	1981
80B155CB	2001
807115EF	2007
5A34249F	1992
7D02A2F3	2005
7D30E906	2004
7D3DB51F	2010
7A7DBA33	2008
7A843CBE	1994
8623611E	1995
7F658231	2003
7F6AB2B8	2001
8037B9F6	1990
7C4B3240	2000
7F43B7A1	1996
78690A9E	1981
81194354	2003
7B16ED5F	2008
7CD73954	1987
80C77796	2007
80DA9309	2000
02E2E95F	1993
7AB86180	1993
5B1A2B8F	1993
85C52F48	2002
7DCA654E	2000
809A7013	1992
7FD1598A	1983
7FC0C529	2005
7D69CE6B	2004
76D31AE8	2005
7F055117	2002
8107508C	2010
7E9C9008	2003
7D4C96B9	2005
7ADD942E	2005
75CDF4E8	2004
7E2F956F	2004
7917A2FC	1988
6E5480BE	2002
755C1FC9	1997
7DE53F21	2003
85DEFA8E	1998
7FCDA0AF	2000
86286A38	1974
799F0C4B	2005
7E91BA84	2002
5CF26AD5	2002
808A234D	2002
69EE840D	1999
795EF3C6	1971
7D4AB86D	1987
80F3FF92	2002
7EB62137	1999
760D4424	2008
75A6D5C4	2001
7DC5CD00	2009
78309510	1997
7EE96F12	2006
801158B2	1999
7E2A016B	2003
8174E805	1990
81C8C3E5	1998
766DE41E	2004
5F7DEEBC	1972
5D61388A	1995
79E990D3	2005
7AACDAF1	1999
7FE4B865	1999
7BC8A1C8	1997
5F6C7513	2000
76309ACA	1995
0AACC67E	1987
7C6CB790	1992
76CE2046	2004
80D55319	1990
7D65053B	1989
815D659C	1994
76453A6E	1990
8123011C	2007
80865609	2003
7F6390C6	1993
76388A76	2000
8044D090	2003
7CF4FDDD	1996
7EDD50CD	2004
81543571	2003
68B81B1F	2000
7A4C81F5	2001
7FC0EB43	1999
7D83942E	1979
813D6F29	1987
78AEBE6E	2003
7DD73BEC	2002
7E2F005C	2002
79B6FD8A	1999
768C9F79	1997
7E1981C9	1987
